work_id,mp_no,fy,work_no,mp_name,mp_state,state,constituency,work_category,work_desc,work_status,recommended_date,recommended_amount,sanction_date,sanction_amount,completion_date,amount_disbursed,exp_pay_count,exp_total,exp_inprogress,exp_paid,exp_vendors,alloc_limit,calamity_consent,is_recommended,is_sanctioned,is_completed,has_expenditure,dup_partner_count,dup_partner_sim_max,dup_partner_cross_fy,has_duplicate_lead,anomaly_score,is_anomaly,flag_unparseable,flag_stalled,flag_incomplete,flag_sanction_overrun,flag_zero_disbursal,flag_cost_overrun,reasons,risk_score,is_flagged,fraud_type,fraud_priority,fraud_signals,fraud_narrative,legal_route
MP18112/2024-2025/136522,18112.0,2024-2025,136522.0,BALWANT BASWANT WANKHADE,Maharashtra,Maharashtra,AMRAVATI(SC),Normal/Others,"CONSTRUCTION OF COMMUNITY HALL , AT RAMABAI AMBEDKAR NAGAR , DARYAPUR DIST AMRAVATI",Physical Inspection,2024-08-20,1500000.0,2025-02-18,1500000.0,,,,,,,,198293678.0,,1,1,0,0,0,0.0,0,False,0.3003836463458719,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18253/2024-2025/140044,18253.0,2024-2025,140044.0,BAPI HALDAR,West Bengal,West Bengal,MATHURAPUR(SC),Normal/Others,CONSTRUCTION OC CC ROAD FROM REBATI BAZKHA HOUSE TO PATIT HALDER HOUSE,Physical Inspection,2024-09-09,199850.0,2024-10-23,199850.0,2026-07-24,199850.0,,,,,,147000000.0,,1,1,1,0,0,0.0,0,False,0.3908314372514262,True,False,False,False,False,False,False,anomalous on F1-F4 features (Isolation Forest),20,True,statistical_anomaly,5,anomaly,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18112/2024-2025/136716,18112.0,2024-2025,136716.0,BALWANT BASWANT WANKHADE,Maharashtra,Maharashtra,AMRAVATI(SC),Normal/Others,CONSTRUCTION OF BOUNDRY WALL AT KOTAMI GRAAMPANCHAYAT DAHENDRI TAQ. CHIKHALDARA DIST AMRAVATI,Work Completed,2024-08-21,1000000.0,2025-01-21,1000000.0,,,,,,,,198293678.0,,1,1,0,0,0,0.0,0,False,0.22027220593670538,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18253/2024-2025/140045,18253.0,2024-2025,140045.0,BAPI HALDAR,West Bengal,West Bengal,MATHURAPUR(SC),Normal/Others,CONSTRUCTION OC CC ROAD FROM SUNDAR PURKAIT HOUSE TO BIREN MOULE HOUSE AT KUSH BERIYA,Physical Inspection,2024-09-09,249867.0,2024-10-23,249867.0,2026-07-24,249867.0,,,,,,147000000.0,,1,1,1,0,0,0.0,0,False,0.39120608032436077,True,False,False,False,False,False,False,anomalous on F1-F4 features (Isolation Forest),20,True,statistical_anomaly,5,anomaly,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18006/2024-2025/135655,18006.0,2024-2025,135655.0,DAGGUMALLA PRASADA RAO,Andhra Pradesh,Andhra Pradesh,CHITTOOR,Normal/Others,"Construction of CC Road from Arimakulapalli Village to Aravinda(Ananda Naidu) House in Arimakulapalli Village, Dasarapalli GP in Yadamari Mandal of Puthalapattu Constituency.",Work Completed,2024-08-13,500000.0,2024-09-03,500000.0,2024-12-14,492402.0,,,,,,147000000.0,,1,1,1,0,0,0.0,0,False,0.557167625199553,True,False,False,False,False,False,False,anomalous on F1-F4 features (Isolation Forest),20,True,statistical_anomaly,5,anomaly,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18253/2025-2026/139948,18253.0,2025-2026,139948.0,BAPI HALDAR,West Bengal,West Bengal,MATHURAPUR(SC),Normal/Others,CONSTRUCTIONOF CONCRETE ROAD FROM JHAPBERIYA SIKIRPARA TO ASHOKSARDAR HOUSE,Work Completed,2024-09-08,349380.0,2025-06-24,349380.0,,,,,,,,147000000.0,,1,1,0,0,0,0.0,0,False,0.21221937305326,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18271/2025-2026/135176,18271.0,2025-2026,135176.0,JAGADISH CHANDRA BARMA BASUNIA,West Bengal,West Bengal,COOCHBEHAR(SC),Normal/Others,"Installation for the single unit Mini High Mast Solar Lightening system with 4x200 WP SPV Module, Four nos 60W Semi Integrated Street light with 60Ah Li-ion cell at  Gasanimari High School of Gosanimari Gram Panchayat of District Coochbehar.",Vendor Identification,2025-02-17,586716.0,2025-09-11,586716.0,,,,,,,,168604641.11,,1,1,0,0,0,0.0,0,False,0.2917436249260217,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18253/2024-2025/140131,18253.0,2024-2025,140131.0,BAPI HALDAR,West Bengal,West Bengal,MATHURAPUR(SC),Normal/Others,CONSTRUCTION OF CC ROAD  FROM CHANDER MULA  TO SAHANUJ PAIK HOUSE,Physical Inspection,2024-09-15,500000.0,2025-03-28,500000.0,,,,,,,,147000000.0,,1,1,0,0,0,0.0,0,False,0.1153625885031141,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP826/2025-2026/135684,826.0,2025-2026,135684.0,Raju Bista,West Bengal,West Bengal,DARJEELING,Normal/Others,"Installation of solar street lights at Ward No 6, Mungpoo, Reshep Gram Panchayat  Ref: Satish Rai (7001612543), Member, Reshep GP",Physical Inspection,2024-08-16,500000.0,2025-04-23,500000.0,,,,,,,,147000000.0,,1,1,0,0,0,0.0,0,False,0.16130688122157721,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18253/2024-2025/140048,18253.0,2024-2025,140048.0,BAPI HALDAR,West Bengal,West Bengal,MATHURAPUR(SC),Normal/Others,CONSTRUCTION OC CC ROAD  FROM GOUR HALDER HOUSE TO KRISHNA HALDER HOUSE AT DAMODARPUR,Work Completed,2024-09-09,250000.0,2024-10-23,250000.0,2025-12-20,248844.0,,,,,,147000000.0,,1,1,1,0,0,0.0,0,False,0.5020834988266709,True,False,False,False,False,False,False,anomalous on F1-F4 features (Isolation Forest),20,True,statistical_anomaly,5,anomaly,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18253/2024-2025/140049,18253.0,2024-2025,140049.0,BAPI HALDAR,West Bengal,West Bengal,MATHURAPUR(SC),Normal/Others,CONSTRUCTION OC CC ROAD  FROM RAMTANU NAGAR TRANCFARMA TO UPENDRA PRAMANIK HOUSE,Work Completed,2024-09-09,249403.0,2024-10-23,249403.0,2025-12-20,247769.0,,,,,,147000000.0,,1,1,1,0,0,0.0,0,False,0.545967863449111,True,False,False,False,False,False,False,anomalous on F1-F4 features (Isolation Forest),20,True,statistical_anomaly,5,anomaly,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18257/2025-2026/141689,18257.0,2025-2026,141689.0,ABHIJIT GANGOPADHYAY,West Bengal,West Bengal,TAMLUK,Normal/Others,"Construction of a concrete road from the house of Anil Pal to the house of Prajapati Bhunia, Mouza-Shimulkundu, J.L. No. 227, Plot No. 1893 to 1740 under Gokulnagar G.P.",Physical Inspection,2024-09-24,500000.0,2025-05-23,500000.0,,,,,,,,147000000.0,,1,1,0,0,0,0.0,0,False,0.1722608853546933,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18271/2025-2026/135007,18271.0,2025-2026,135007.0,JAGADISH CHANDRA BARMA BASUNIA,West Bengal,West Bengal,COOCHBEHAR(SC),Normal/Others,"Installation for the single unit Mini High Mast Solar Lightening system with 4x200 WP SPV Module, Four nos 60W Semi Integrated Street light with 60Ah Li-ion cell at Panishala High School of Panishala Gram Panchayat of District Coochbehar.",Vendor Identification,2025-02-17,586716.0,2025-08-27,586716.0,,,,,,,,168604641.11,,1,1,0,0,5,0.9628,0,False,0.26713081583414877,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18271/2025-2026/135006,18271.0,2025-2026,135006.0,JAGADISH CHANDRA BARMA BASUNIA,West Bengal,West Bengal,COOCHBEHAR(SC),Normal/Others,"Installation for the single unit Mini High Mast Solar Lightening system with 4x200 WP SPV Module, Four nos 60W Semi Integrated Street light with 60Ah Li-ion cell at Natabari High School of Natabari Gram Panchayat of District Coochbehar.",Vendor Identification,2025-02-17,586716.0,2025-08-27,586716.0,,,,,,,,168604641.11,,1,1,0,0,0,0.0,0,False,0.26713081583414877,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18271/2025-2026/135005,18271.0,2025-2026,135005.0,JAGADISH CHANDRA BARMA BASUNIA,West Bengal,West Bengal,COOCHBEHAR(SC),Normal/Others,"Installation for the single unit Mini High Mast Solar Lightening system with 4x200 WP SPV Module, Four nos 60W Semi Integrated Street light with 60Ah Li-ion cell at Chilakhana High School of Chilakhana Mouza under Chilakhana-I Gram Panchayat of District Coochbehar",Vendor Identification,2025-02-17,586716.0,2025-08-27,586716.0,,,,,,,,168604641.11,,1,1,0,0,0,0.0,0,False,0.26713081583414877,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18006/2024-2025/141557,18006.0,2024-2025,141557.0,DAGGUMALLA PRASADA RAO,Andhra Pradesh,Andhra Pradesh,CHITTOOR,Normal/Others,"Construction of CC Road from Thimmasanipalle HW to Burial Ground, Anupalle Panchayath, Chittoor Mandal",Physical Inspection,2024-09-18,500000.0,2024-10-09,500000.0,2025-03-19,496996.0,,,,,,147000000.0,,1,1,1,0,0,0.0,0,False,0.4630037307323004,True,False,False,False,False,False,False,anomalous on F1-F4 features (Isolation Forest),20,True,statistical_anomaly,5,anomaly,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18006/2024-2025/141511,18006.0,2024-2025,141511.0,DAGGUMALLA PRASADA RAO,Andhra Pradesh,Andhra Pradesh,CHITTOOR,Normal/Others,Construction of CC Road from CSI Church to Thomas House at Ellapalli HW in GD Nellore Mandal.,Work Completed,2024-09-18,499000.0,2024-09-25,499000.0,2024-12-26,498526.0,,,,,,147000000.0,,1,1,1,0,0,0.0,0,False,0.3549458769459287,True,False,False,False,False,False,False,anomalous on F1-F4 features (Isolation Forest),20,True,statistical_anomaly,5,anomaly,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18006/2024-2025/136191,18006.0,2024-2025,136191.0,DAGGUMALLA PRASADA RAO,Andhra Pradesh,Andhra Pradesh,CHITTOOR,Normal/Others,Construction of CC Road from Venkateswara Reddy House to Ramakka House in 52 Kannikapuram Village of Pillarikuppam GP of SR Puram Mandal of GD Nelloore Constituency.,Work Completed,2024-08-18,500000.0,2024-09-06,500000.0,2024-11-30,499239.0,,,,,,147000000.0,,1,1,1,0,1,0.9268,0,False,0.40711960843893047,True,False,False,False,False,False,False,anomalous on F1-F4 features (Isolation Forest),20,True,statistical_anomaly,5,anomaly,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18111/2025-2026/144099,18111.0,2025-2026,144099.0,ANUP SANJAY DHOTRE,Maharashtra,Maharashtra,AKOLA,Normal/Others,Construction of Cement Concrete Road from Mahendra Tayade's house to Sandip Tayade's house at Kaulkhed Jahagir.,Physical Inspection,2025-03-31,483603.0,2025-05-29,483603.0,,,,,,,,147000000.0,,1,1,0,0,0,0.0,0,False,0.15255093591516045,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18253/2024-2025/140047,18253.0,2024-2025,140047.0,BAPI HALDAR,West Bengal,West Bengal,MATHURAPUR(SC),Normal/Others,CONSTRUCTION OC CC ROAD  FROM BAGARIYA  TO DAKSHIN BHANDARY CULVERT,Work Completed,2024-09-09,1000000.0,2024-11-19,1000000.0,2025-12-20,998890.0,,,,,,147000000.0,,1,1,1,0,0,0.0,0,False,0.4183303798110116,True,False,False,False,False,False,False,anomalous on F1-F4 features (Isolation Forest),20,True,statistical_anomaly,5,anomaly,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18253/2024-2025/140130,18253.0,2024-2025,140130.0,BAPI HALDAR,West Bengal,West Bengal,MATHURAPUR(SC),Normal/Others,CONSTRUCTION OF CC ROAD WITH PAILING FROM SAIDULLA FAKIR HOUSE TO BABUJAN FAKIR HOUSE VIA JOHORA BIBI HOUSE,Physical Inspection,2024-09-15,499073.0,2025-02-18,499073.0,,,,,,,,147000000.0,,1,1,0,0,0,0.0,0,False,0.08952150988277718,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP826/2025-2026/135683,826.0,2025-2026,135683.0,Raju Bista,West Bengal,West Bengal,DARJEELING,Repair and Renovation,"Renovation of community centre at Deepak Toll, Reshep Dhura, Mungpoo towards Nawa Deepak Ghar Sudhar Samity  Ref: Ajit Chhetri (7001748397), Member, Reshep GP",Physical Inspection,2024-08-16,500000.0,2025-04-23,500000.0,,,,,,,,147000000.0,,1,1,0,0,0,0.0,0,False,0.16130688122157721,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP829/2024-2025/141021,829.0,2024-2025,141021.0,Smt Sajda Ahmed,West Bengal,West Bengal,ULUBERIA,Normal/Others,Sinking of Tubewell at Shibpur Mallick para near the house of Sasanka Mallick,Physical Inspection,2024-09-15,129883.0,2025-02-07,129883.0,,,,,,,,147000000.0,,1,1,0,0,0,0.0,0,False,0.06329205878446309,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP829/2024-2025/139363,829.0,2024-2025,139363.0,Smt Sajda Ahmed,West Bengal,West Bengal,ULUBERIA,Normal/Others,Construction of Seminar Hall at Menoka Smriti Vidyamandir,Work partially Completed,2024-09-06,500000.0,2025-02-18,500000.0,,,,,,,,147000000.0,,1,1,0,0,0,0.0,0,False,0.09447144807128383,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP826/2025-2026/135686,826.0,2025-2026,135686.0,Raju Bista,West Bengal,West Bengal,DARJEELING,Normal/Others,"Construction of additional rooms at community Samaj GHar  Ref: Sailendra Dewan (9635124527), Member Lamahatta GP",Physical Inspection,2024-08-16,500000.0,2025-04-23,500000.0,,,,,,,,147000000.0,,1,1,0,0,0,0.0,0,False,0.16130688122157721,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP826/2025-2026/135695,826.0,2025-2026,135695.0,Raju Bista,West Bengal,West Bengal,DARJEELING,Repair and Renovation,"Repair and renovation of public library at Sansad IV, Lamahatta Gram Panchayat  Ref: Manju Waiba (7866940040), Member Lamahatta GP",Physical Inspection,2024-08-16,500000.0,2025-04-23,500000.0,,,,,,,,147000000.0,,1,1,0,0,0,0.0,0,False,0.16130688122157721,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP826/2025-2026/135697,826.0,2025-2026,135697.0,Raju Bista,West Bengal,West Bengal,DARJEELING,Normal/Others,"Construction of protection/guard wall at Karbari Jhora at Ward No II, Upper Lamahatta, 9th Mile  Ref: Lamu Sherpa (6295291010), Member Lamahatta Gram Panchayat",Physical Inspection,2024-08-16,500000.0,2025-04-23,500000.0,,,,,,,,147000000.0,,1,1,0,0,0,0.0,0,False,0.16130688122157721,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP858/2024-2025/135760,858.0,2024-2025,135760.0,Asit Kumar Mal,West Bengal,West Bengal,BOLPUR(SC),Normal/Others,"INSTALLATION OF HIGH MAST STREET LIGHT AT JAMNA MAEKET ROAD SIDE,UNDER LABHPUR BLOCK, EXCUTING AGENCY WILL BE EO LABHPUR PANCHYAT SAMITY.",Physical Inspection,2024-08-14,438556.0,2024-09-13,438556.0,2026-07-23,438556.0,,,,,,275694456.74,,1,1,1,0,0,0.0,0,False,0.6178039709579239,True,False,False,False,False,False,False,anomalous on F1-F4 features (Isolation Forest),20,True,statistical_anomaly,5,anomaly,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP826/2025-2026/135685,826.0,2025-2026,135685.0,Raju Bista,West Bengal,West Bengal,DARJEELING,Repair and Renovation,"Repair and renovation of Kalyankari Samaj community hall at Ward No 3, Sansad V, Mungpoo, Reshep Gram Panchayat  Ref: Saran Kumar Rai (6296545825), Member, Reshep GP",Physical Inspection,2024-08-16,500000.0,2025-04-23,500000.0,,,,,,,,147000000.0,,1,1,0,0,0,0.0,0,False,0.16130688122157721,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP829/2025-2026/141020,829.0,2025-2026,141020.0,Smt Sajda Ahmed,West Bengal,West Bengal,ULUBERIA,Normal/Others,Construction of Cold Chain room at Kamalpur Rural Hospital,Sanction,2024-09-15,1500000.0,2025-06-24,1500000.0,,,,,,,,147000000.0,,1,1,0,0,0,0.0,0,False,0.336573972436506,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP858/2024-2025/139546,858.0,2024-2025,139546.0,Asit Kumar Mal,West Bengal,West Bengal,BOLPUR(SC),Normal/Others,"Construction of CC ROAD FROM FARING HOUSE TO CHARKALGRAM HIGH SCHOOL AT KHALA.EXECUTING AGENCY WILL BE ,EO NANOOR PANCHAYAT SAMITI.",Physical Inspection,2024-09-07,5023131.0,2024-12-02,5023131.0,2025-03-03,5023131.0,,,,,,275694456.74,,1,1,1,0,0,0.0,0,False,0.7385373511233376,True,False,False,False,False,False,False,anomalous on F1-F4 features (Isolation Forest),20,True,statistical_anomaly,5,anomaly,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP858/2024-2025/139547,858.0,2024-2025,139547.0,Asit Kumar Mal,West Bengal,West Bengal,BOLPUR(SC),Normal/Others,"Construction of concrete drain from MUKTI MONDAL house to KANTI MONDAL house. at khala, Executing Agency will be EO NANOOR PANCHATY SAMITI.",Physical Inspection,2024-09-07,1024370.0,2024-12-02,1024370.0,2025-03-03,1024370.0,,,,,,275694456.74,,1,1,1,0,0,0.0,0,False,0.36088708105416434,True,False,False,False,False,False,False,anomalous on F1-F4 features (Isolation Forest),20,True,statistical_anomaly,5,anomaly,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP858/2024-2025/139945,858.0,2024-2025,139945.0,Asit Kumar Mal,West Bengal,West Bengal,BOLPUR(SC),Normal/Others,"Construction of Boundary Wall for TANAYENDAR Vidyalaya at GOALPARA Village, Executing Agency will be EO SRINIKETAN SANTINIKETAN DEVELOPMENT AUTHORITY,BOLPUR,BIRBHUM.W.B.",Physical Inspection,2024-09-08,3720542.0,2024-10-30,3720542.0,2025-11-24,3720542.0,,,,,,275694456.74,,1,1,1,0,0,0.0,0,False,0.7569816325851764,True,False,False,False,False,False,False,anomalous on F1-F4 features (Isolation Forest),20,True,statistical_anomaly,5,anomaly,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18006/2024-2025/136202,18006.0,2024-2025,136202.0,DAGGUMALLA PRASADA RAO,Andhra Pradesh,Andhra Pradesh,CHITTOOR,Normal/Others,Upgradation of Existing CC Road from Penumuru-Nendragunta Road to Challampalem Road at Thalaripallie HW of Ramakrishnapuram GP in Penumuru Mandal of GD Nelloore Constituency.,Work Completed,2024-08-28,500000.0,2024-09-06,500000.0,2024-12-24,492873.0,,,,,,147000000.0,,1,1,1,0,1,0.9513,0,False,0.5625670838251882,True,False,False,False,False,False,False,anomalous on F1-F4 features (Isolation Forest),20,True,statistical_anomaly,5,anomaly,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18112/2024-2025/136520,18112.0,2024-2025,136520.0,BALWANT BASWANT WANKHADE,Maharashtra,Maharashtra,AMRAVATI(SC),Normal/Others,"CONSTRUCTION OF COMMUNITY HALL , AT GAGLANI NAGAR , PRABHAG NO 9 AMRAVATI CITY",Work Completed,2024-08-20,2000000.0,2025-01-21,2000000.0,,,,,,,,198293678.0,,1,1,0,0,0,0.0,0,False,0.3104978616301455,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18238/2024-2025/145049,18238.0,2024-2025,145049.0,RAMASHANKAR RAJBHAR,Uttar Pradesh,Uttar Pradesh,SALEMPUR,Normal/Others,"Block Bansdih Gram Rajpur, near the house of Ram Ashish Rajbhar, 1 piece",Physical Inspection,2024-10-02,259080.0,2025-03-20,259080.0,,,,,,,,160056927.07,,1,1,0,0,0,0.0,0,False,0.12596744877556,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18238/2024-2025/145048,18238.0,2024-2025,145048.0,RAMASHANKAR RAJBHAR,Uttar Pradesh,Uttar Pradesh,SALEMPUR,Normal/Others,"Block Bansdih, Gram Akoli 1 piece in front of Munna Rajbhar's house",Physical Inspection,2024-10-02,259226.0,2025-03-20,259226.0,,,,,,,,160056927.07,,1,1,0,0,0,0.0,0,False,0.12596744877556,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18238/2024-2025/145046,18238.0,2024-2025,145046.0,RAMASHANKAR RAJBHAR,Uttar Pradesh,Uttar Pradesh,SALEMPUR,Normal/Others,"Development Block Revati, 1piece in Gram Bharouli In front of Sanjay Chauhan's house",Physical Inspection,2024-10-02,258677.0,2025-03-20,258677.0,,,,,,,,160056927.07,,1,1,0,0,0,0.0,0,False,0.12602654620649523,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18238/2024-2025/145045,18238.0,2024-2025,145045.0,RAMASHANKAR RAJBHAR,Uttar Pradesh,Uttar Pradesh,SALEMPUR,Normal/Others,"Development Block Beruarbari on Shivapur Chatti, 1 piece",Physical Inspection,2024-10-02,259148.0,2025-03-20,259148.0,,,,,,,,160056927.07,,1,1,0,0,0,0.0,0,False,0.12596744877556,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18238/2024-2025/145043,18238.0,2024-2025,145043.0,RAMASHANKAR RAJBHAR,Uttar Pradesh,Uttar Pradesh,SALEMPUR,Normal/Others,"1 piece at Gram Gayghat Pachrukha Mata temple, Block Revati",Physical Inspection,2024-10-02,259148.0,2025-03-20,259148.0,,,,,,,,160056927.07,,1,1,0,0,0,0.0,0,False,0.12596744877556,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18238/2025-2026/145095,18238.0,2025-2026,145095.0,RAMASHANKAR RAJBHAR,Uttar Pradesh,Uttar Pradesh,SALEMPUR,Normal/Others,Installation of Solar Power electricity in Belthara Tahasil Bhawan,Work partially Completed,2024-10-02,636000.0,2025-07-16,636000.0,,,,,,,,160056927.07,,1,1,0,0,0,0.0,0,False,0.27179859503643,False,False,False,True,False,True,False,sanctioned but never completed; sanctioned but zero amount disbursed,20,True,statistical_anomaly,5,zero_disbursal,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP858/2024-2025/154541,858.0,2024-2025,154541.0,Asit Kumar Mal,West Bengal,West Bengal,BOLPUR(SC),Normal/Others,"RENOVATION OF OLD SCHOOL BUILDING OF SAILABALA GIRLS HIGH SCHOOL,UNDER 11 NO WORD BOLPUR MUNICIPALITY,EXECUTING AGENCY WILL BE EO SSDA   BOLPUR ,BIRBHUM .",,,,,,2025-11-24,2899420.0,,,,,,275694456.74,,0,0,1,0,3,0.911,0,False,0.3774898875529915,True,False,False,False,False,False,False,anomalous on F1-F4 features (Isolation Forest),20,True,statistical_anomaly,5,anomaly,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP858/2024-2025/154535,858.0,2024-2025,154535.0,Asit Kumar Mal,West Bengal,West Bengal,BOLPUR(SC),Normal/Others,"construction work at GHURISHA SRIPUR HIGH SCHOOL, UNDER ILLAMBAZAR BLOCK ,EXECUTING AGENCY WILL BE E.O.SSDA, BOLPUR ,BIRBHUM.",,,,,,2025-11-21,3532487.0,,,,,,275694456.74,,0,0,1,0,2,0.911,0,False,0.3968735255247483,True,False,False,False,False,False,False,anomalous on F1-F4 features (Isolation Forest),20,True,statistical_anomaly,5,anomaly,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
MP18155/2025-2026/247640,18155.0,2025-2026,247640.0,DR. RAJ KUMAR CHABBEWAL,Punjab,Punjab,HOSHIARPUR(SC),Construction of culverts and bridges,,,,,,,,,11.0,455728.0,0.0,0.0,3.0,147000000.0,40567400.0,0,0,0,1,0,0.0,0,False,0.42356638402173374,True,False,False,False,False,False,False,anomalous on F1-F4 features (Isolation Forest),20,True,statistical_anomaly,5,anomaly,Statistical outlier on the engineered features (F1-F4) - unusual compared with other works.,internal - review only
